USER IDENTITY,round-1-incSourcecred,round-2-incSourcecred,round-3-incSourcecred,round-4-incSourcecred,round-5-incSourcecred
divine_comedian#5493,"192,747626077037","252,285574520411","416,456803443259","385,012622490858","648,363991566535"
liviade#1387,"370,337650352305","229,524634393654","203,90967445173","363,280326016111","533,521710470415"
"griff (💜, 💜)#8888","335,071791172154","275,917911558329","251,445617173289","192,176135693674","417,738099201376"
chuygarcia.eth#6692,"95,6190359330451","310,712869431835","183,182060948509","179,898215913245","372,212304423764"
Tam2140#9361,"115,588498723201","156,446830903912","264,705444641411","268,259903367572","293,695013950732"
Nuggan#5183,"175,609250682482","131,588065461214","466,367294892492","252,222265103388","285,139263428755"
Zeptimus#3359,"59,3267790181429","381,530677536478","248,909118690546","267,857550569077","253,392205061302"
Vyvy-vi#5040,"93,3598653928731","53,2828329982535","115,245604218784","123,313020403441","200,032661745291"
Juankbell#7458,"44,163029308059","166,039097220941","249,481198289122","349,653802442656","199,561996658831"
Mount Manu#3530,"89,1363894291099","251,675136662981","299,675095054838","223,798197547832","184,320780414952"
iviangita#3204,"113,041148412371","311,933745146695","281,894109877866","151,605618158343","176,499407422315"
durgadas#9280,"17,0169470728301","46,3932771646748","39,7794824043679","68,8631152902331","152,96615309934"
eduardovegap#0422,"16,6117816663341","114,937056598677","81,5233836929021","181,499683710692","147,318172061826"
acidlazzer#5796,"131,273591704689","133,860630179004","170,023448699861","61,3895989021458","139,316865592014"
karmaticacid#1218,"176,652117232236","227,693320821364","142,9114738231","196,980539086016","131,786224208662"
kristofer#1475,"33,8013584088978","64,6146405457709","193,804174714415","159,337132851445","131,231780156497"
pKrepe#5682,,"122,698009343416","161,082348501638","136,658585382168","122,372922479472"
GideonRo#3175,,"7,93569214658911","31,4307021466611","60,8557763029967","120,748429645427"
MS#4235,,,"3,43773304729105","59,7881311046985","80,0130646981162"
ZER8🧠#9093,"4,05165406495954","64,0959750301428","5,89325665249895","38,4352271387347","79,5423996116567"
sem  🐝#0161,"233,375274141669","98,2804950462189","52,548205151449","73,1336960834258","71,5410931418451"
ygg_anderson#4998,"89,1363894291099","36,6262714457959","82,5055931349853","53,3822599149094","66,3637771907905"
natesuits#4789,"270,650491539297","351,61220587964","294,662832624947","186,837909702183","63,069121585574"
Jolie_Ze#0295,,"17,0922600080381","27,0107596572868","36,2999367421384","50,8318293376268"
David (please DYOR...)#4116,"29,5770746742046","95,8387436164992","105,096410302898","138,260053179615","49,8904991647078"
mateodaza#3156,"23,4995935767653","34,1845200160761","13,2598274681226","24,0220169617092","49,4198340782483"
AmwFund#0979,"42,5922225299314","55,7245844279732","64,4359336759213","72,1925793894896","48,4453623152727"
akrtws (TE Academy)#4246,"26,740916828733","88,51348932734","35,3595399149937","115,305681416204","45,6545133865722"
markop#2007,"114,661810038355","170,312162222951","102,149781976648","95,5542452476878","41,8891926948962"
innov8tor3#3988,"20,6634357312937","38,6323244199351","66,4003525600877","4,27058079319275","39,3233696879322"
bends#3537,"40,2665489657614","31,3070701307759","48,2294778815492","4,80440339234184","38,8527046014727"
ALOYSIOUS#3049,,"56,1602828835537","44,1994248937421","184,168796706437","38,1238720032201"
r33pich33p#6906,,,"69,7368703879042","42,1719853327784","37,1825418303011"
Parrachia#0450,,"31,3070701307759","42,3362212290503","36,4264652465003","36,4993791691752"
lee0007#8152,,,"32,7400110837989","36,4264652465003","36,4993791691752"
Maxwe11#7157,,,"42,3362212290503","36,4264652465003","36,4993791691752"
Mike Brunt#0745,,,,,"36,4993791691752"
missgene#7773,,,,,"36,4993791691752"
Usua◎ Silver#2618,"37,1195952721202","31,3070701307759",,"36,4264652465003","36,4993791691752"
hanners717#2022,,,,"36,4264652465003","36,4993791691752"
graial#0787,,,,"2,66911299574547","35,7705465709226"
nic#9212,"14,1807892273584","17,0922600080381","33,3951210308274","45,9087435268221","35,7705465709226"
🐙 octopus#5508,"53,4818336574659","53,108093596404","4,41994248937421",,"35,299881484463"
metaverde#2503,"2,83615784547168",,"3,92883776833263","44,3072757293748","33,417221138625"
LBS#6541,,,,"107,832165028117","32,0052258792465"
Vitor Marthendal#0090,"68,0677882913203","353,44351945193","212,157239489962","153,740908554939","30,593230619868"
solsista#5370,"31,1977363001884","13,4296328634585","29,4662832624947","58,7204859064003","30,1225655334085"
fabiomendes#4802,,"102,553560048228","223,94375279496","183,634974107288","24,4745844958944"
elessar.eth#7945,"6,07748109743931","100,111808618509","49,1104721041579","18,1499683710692","24,0039194094349"
casale.eth#6107,,,,"1,60146779744728","22,1212590635968"
hz#8826,,,"13,7509321891642","3,73675819404365","21,6505939771373"
zhiwei#1356,,,,,"21,2913045153522"
teaci#6108,,"31,3070701307759","32,7400110837989",,"19,588000154124"
rdfbbx#6437,,,"33,886225751869","29,3602429532001","19,2972685448398"
Pythagorean#5361,,,,,"18,8266034583803"
pat.zip (TE Academy)#5266,,,,,"18,3559383719208"
AnaTech#7412,,,,,"17,8852732854613"
Yineisy Mota#1449,,"6,71481643172924","6,87546609458211","10,1426293838328","17,4146081990018"
johnjonas#2307,,,,,"17,4146081990018"
Cesar#2892,,,,,"16,9439431125423"
gabi#4807,,,,,"16,4732780260828"
heater#9765,,,"2,94662832624947","19,7514361685165","16,4732780260828"
Nebs#2035,,,,,"16,0026129396232"
Loie#2921,,"18,9235735803279","6,38436137354053","13,8793875778764","15,5319478531637"
danlessa#2831,,,,,"15,0612827667042"
mafer_cordovas#1034,,"3,66262714457959","6,87546609458211",,"14,1199525937852"
osycross(🦎🦎)#5943,"38,8068496026711","11,6531872153444",,,"13,6492875073257"
Caeser (PST)#0046,,"40,8993364478054","51,0748909883242","30,9617107506474","13,6492875073257"
mono#9024,,,,,"12,7079573344067"
catarina#7223,,,,,"12,2372922479472"
Lutzar#9885,,,,,"12,2372922479472"
bfa#7705,,,,"7,47351638808731","12,2372922479472"
bitN8#0367,,,,,"11,7666271614877"
Lalocripto.eth🏴#8138,,,,,"11,7666271614877"
santigs#9769,"14,5859546338543","50,0559043092544","43,217215451659","26,1573073583056","11,2959620750282"
UncleBimBim#1401,,,,"3,20293559489456","11,2959620750282"
JeffEmmett#7202,"44,5681947145549","28,0801414417768","19,6441888416632",,"10,8252969885687"
angieberryberry#9822,,,,,"10,8252969885687"
anna-marie#8824,"89,9467202421018","129,412825775145","82,5055931349853","49,1116791217166","10,8252969885687"
RodriCastillo#1415,,,,"19,2176135693674","9,88396681564965"
topocount#1337,,,,,"9,88396681564965"
freshelle#9882,"49,4301795925064","43,9515257349551","13,7509321891642","32,0293559489456","9,88396681564965"
alantv#0964,,,,,"9,88396681564965"
mheuer#9922,"43,757863901563","49,4454664518244","29,4662832624947",,"9,41330172919014"
Keytang#9140,,,,,"9,41330172919014"
anson parker#4296,,,,"10,1426293838328","8,94263664273064"
K.#9150,,,"13,2598274681226",,"8,00130646981162"
Arvind#302,,,,,"8,00130646981162"
AnnAnna#4694,,,"1,47331416312474",,"8,00130646981162"
Stefano#8400,,,"12,2776180260395","14,4132101770255","7,53064138335212"
JessicaZartler#2263,"38,0855482106197","64,0959750301428","34,8684351939521","5,87204859064003","7,05997629689261"
billyjitsu#3865,,,,,"6,5893112104331"
taxil#8577,,"4,88350285943945",,"0,533822599149094","6,5893112104331"
willyfox#1178,,,,,"6,11864612397359"
magwalk#8115,,,"0,491104721041579","6,40587118978912","5,64798103751409"
russlive215#8460,,,,,"5,17731595105458"
Suga#8514,"110,204990566899","141,621582923744","120,811761376228","47,5102113242693","5,17731595105458"
logonaut#9437,,,,,"5,17731595105458"
miguelb#5176,,,,,"5,17731595105458"
Thena#2630,,,,,"5,17731595105458"
geleeroyale#3228,,"12,2087571485986",,,"5,17731595105458"
paxthemax#4454,,,,,"4,70665086459507"
knic#3318,,,,"2,13529039659637","4,70665086459507"
Kris#8703,"10,5343005688948","64,0959750301428","13,2598274681226","8,5411615863855","3,76532069167606"
sidcode#1729,,,,,"3,76532069167606"
divine#9879,,,,,"3,76532069167606"
EdgarWeb3#5783,,,,,"3,76532069167606"
BiancaGadelha#2667,,"2,44175142971973","0,982209442083158","12,2779197804292","3,29465560521655"
JL#3980,,,,,"3,29465560521655"
MD-LTF#6461,,,,,"3,29465560521655"
nisreen#6667,,,,,"3,29465560521655"
John V#2787,,,,,"3,29465560521655"
DJBritStar#9267,,,,"3,73675819404366","3,29465560521655"
skamau#2037,,,,,"2,82399051875704"
Mettodo#7010,"33,7450866110184","37,4114487050752","54,6138392550898","44,4338042337367","2,82399051875704"
Tixter | Ángel#2801,,,,,"2,82399051875704"
greasypissjugs#9493,,,,,"2,35332543229754"
stkr4lv#6010,,,,,"2,35332543229754"
octavioesc#6687,,,,,"2,35332543229754"
theseeker#0745,,,,,"2,35332543229754"
Cristian.dll#0304,,,,"5,33822599149094","2,35332543229754"
tigeroid#2951,"14,9743821836394","15,8274632327812",,"36,4264652465003","2,35332543229754"
HBesso31🐙#4560,,,,"2,13529039659637","2,35332543229754"
The Blockchain Socialist ⬛🟥⬛#5005,,,,,"1,88266034583803"
leopoldddd#2883,,,,,"1,88266034583803"
Kojak#5611,,"1,83131357228979","4,91104721041579","0,533822599149094","1,88266034583803"
aydj#2483,,,,,"1,88266034583803"
harsh24#4473,,,,,"1,88266034583803"
Atotsm#5719,"0,405165406495954","1,22087571485986","0,982209442083158",,"1,88266034583803"
RoguePenguins#3106,,,,,"1,88266034583803"
isaaaa#0875,,,,,"1,88266034583803"
Rohekbenitez#8753,,,"1,47331416312474","11,210274582131","1,41199525937852"
Mert Ozd#6679,,,"10,3131991418732","6,40587118978912","1,41199525937852"
Uzi#0048,,,,,"1,41199525937852"
jon.s#3107,,,,"2,66911299574547","1,41199525937852"
Lola rennt#6271,,,,,"1,41199525937852"
Aurelio#6499,,,,,"1,41199525937852"
zcstarr#7166,,,,,"1,41199525937852"
satchel#7393,,,,,"1,41199525937852"
Ekeneodigwe#1502,"6,88781191043122","1,22087571485986","2,94662832624947","7,47351638808731","1,41199525937852"
pab🐝🐙#6151,,"5,49394071686938","0,982209442083158",,"1,41199525937852"
Danada#3389,,,"1,47331416312474","9,07498418553459","1,41199525937852"
domhs#6371,,,,,"1,41199525937852"
0xhana#8936,,,,,"0,941330172919015"
capsaicin#1997,,,,,"0,941330172919015"
T Wells#9070,,"0,610437857429931","6,38436137354053",,"0,941330172919015"
JBZ#9619,,,,,"0,941330172919015"
sportingyounglad#7784,,,,,"0,941330172919015"
shaar#2907,,,,,"0,941330172919015"
Kraznik#9408,,,,,"0,941330172919015"
onur#1099,,,,,"0,941330172919015"
Quasar#0436,,,,,"0,941330172919015"
Pronoia🐙🦘#2154,"0,810330812991908","1,83131357228979","0,491104721041579",,"0,941330172919015"
ernnnnnesto#7656,,,,,"0,470665086459507"
luigy 𝗹𝗲𝗺𝗼𝗻#1337,,,"1,96441888416632",,"0,470665086459507"
DaveW#9619,,"1,83131357228979","7,36657081562369","2,66911299574547","0,470665086459507"
superfreek#1454,,,,,"0,470665086459507"
sessionacc#6734,,,,,"0,470665086459507"
🐙Musashi13#5579,,,,"1,60146779744728","0,470665086459507"
geekinada#7923,,,,,0
mZ#3472,"6,48264650393526","4,88350285943945","3,92883776833263",,0
Sha#6179,,"31,3070701307759",,"36,4264652465003",
bear100#9085,,,,"36,4264652465003",
shawn#7046,"36,0650613155259","50,6663421666843","24,555236052079","36,4264652465003",
ddan#2489,,"26,859265726917","14,7331416312474","35,7661141429893",
witwiki#0518,,,"4,41994248937421","21,8867265651128",
Letty#5399,"19,4479395118058","4,27306500200952","4,91104721041579","19,7514361685165",
Yonks#7762,,,,"18,6837909702183",
MsMagey#8357,,,,"18,1499683710692",
jugaadbhatia#0949,,,"8,83988497874842","17,082323172771",
amanwithwings#0165,,,"7,36657081562369","14,4132101770255",
MisterBoyfriend#7096,,"5,49394071686938",,"12,2779197804292",
Josxhua#9528,,,"2,4555236052079","12,2779197804292",
Dan Knobelsdorf#326,"58,7489839419133","146,505085783183","43,217215451659","9,60880678468368",
rodbot2#3621,,,,"8,0073389872364",
xm3van#0929,"1,21549621948786","1,22087571485986","2,4555236052079","7,47351638808731",
WhyldWanderer#7002,,"4,88350285943945","2,4555236052079","6,93969378893822",
Babble#2298,,,,"6,40587118978912",
petec#6681,,,,"5,87204859064003",
Gus#1951,,,,"5,33822599149094",
siebold_magnolia#7889,,,,"5,33822599149094",
MorganicMovement 🍄#1085,,,"2,94662832624947","4,80440339234184",
Cyber Rabbit#3221,,"6,71481643172924",,"4,80440339234184",
ricardo.ggz#1868,,,,"4,80440339234184",
HannahJoJo#7708,,,,"4,27058079319275",
merkle_🏴#6848,,,,"4,27058079319275",
DecentralizeSDGs#7544,,,"0,982209442083158","3,73675819404365",
Javi | jgonz.eth#8431,,,,"3,73675819404365",
monstrosity#5714,,,"18,66197939958","3,20293559489456",
patriacaelum (Austin)#3496,"1,21549621948786",,,"2,66911299574547",
ApeironCreations#9049,,,"0,982209442083158","2,66911299574547",
Globallager#4834,,,,"2,66911299574547",
dab621#852,,,,"2,66911299574547",
🐙 peth don't need your eth#8052,,,,"2,13529039659637",
DarrenZ#0122,,,,"2,13529039659637",
Mr. Rock#5540,,,,"2,13529039659637",
MrsYonks#0771,,,,"2,13529039659637",
amrro#4121,,,,"2,13529039659637",
calazki#3961,"38,8068496026711","31,3070701307759",,"1,60146779744728",
PabloFM#2890,,,,"1,60146779744728",
SN#4278,,,,"1,60146779744728",
Santiago#0325,,,"4,41994248937421","1,60146779744728",
0x0#1806,,,,"1,60146779744728",
Hash17#7062,,,,"1,60146779744728",
24nico#9513,,,,"1,60146779744728",
trangnv#2156,,"23,1966385823374",,"1,60146779744728",
BK#7471,"1,62066162598382","34,1845200160761","1,47331416312474","1,60146779744728",
andrej#6442,,,"3,43773304729105","1,06764519829819",
carlfarterson#5846,,,"0,982209442083158","1,06764519829819",
jeromehartigan#6895,,,,"1,06764519829819",
Emma_13#2010,,,,"1,06764519829819",
cider#4419,,,,"1,06764519829819",
ssystww#3146,,,,"1,06764519829819",
randomshinichi#1165,,,,"1,06764519829819",
TejP#1290,,,,"1,06764519829819",
wslyvh#1059,,,,"1,06764519829819",
tù.úk'z#1449,,,"0,491104721041579","1,06764519829819",
johann#1308,,,,"1,06764519829819",
KZ Flyer#0926,"0,405165406495954","2,44175142971973","2,4555236052079","1,06764519829819",
bernard#9024,,,,"0,533822599149094",
RA | Ocean#8791,,,,"0,533822599149094",
Paul Haas#7536,,,"6,87546609458211","0,533822599149094",
JohnPaller | Opolis#2670,,"20,7548871526177",,"0,533822599149094",
PhilH#1102,,"31,3070701307759","42,3362212290503",,
enti#1546,,"11,6531872153444","42,3362212290503",,
CurlyBracketEffect#5572,,,"20,6263982837463",,
bierlingm#9895,,,"10,8043038629147",,
solarmkd#5631,"2,43099243897572",,"9,33098969979",,
ActiveInferenceLab#3629,,,"9,33098969979",,
bradleyc#3333,,"4,88350285943945","8,34878025770685",,
Rudi#1165,,,"7,85767553666527",,
fahern#7639,"8,50847353641503",,"7,36657081562369",,
fabi#2426,,,"6,87546609458211",,
Benoît Kulesza#7976,,,"6,87546609458211",,
SteveWright#3039,,,"5,89325665249895",,
Ronald#6940,,,"5,40215193145737",,
Striker#3288,,,"5,40215193145737",,
Martin09#7487,,,"5,40215193145737",,
METADREAMER 🐙#1111,,,"3,92883776833263",,
isysoares#5223,,,"3,43773304729105",,
imranistan#5185,,,"3,43773304729105",,
Miles#9305,,,"2,94662832624947",,
now#5422,,,"2,94662832624947",,
Maya.Sierra#7592,,,"2,94662832624947",,
Shaila#4348,,,"2,94662832624947",,
zakk#896,,,"2,94662832624947",,
justkassie#0539,,,"2,4555236052079",,
paul2#3057,,,"2,4555236052079",,
ceresbzns#4276,,,"2,4555236052079",,
storypup#2167,"5,2671502844474","2,44175142971973","1,96441888416632",,
Alp#3768,"66,0419612588405",,"1,96441888416632",,
Zeugh#0001,,,"1,47331416312474",,
Jsimbouras#2339,,"1,22087571485986","1,47331416312474",,
Xinhui98#916,,,"1,47331416312474",,
GCF#3655,,"1,22087571485986","1,47331416312474",,
G0RD0#9904,,,"1,47331416312474",,
eli_#0534,,,"1,47331416312474",,
noturhandle#510,,,"1,47331416312474",,
egazf#2082,,,"1,47331416312474",,
danielo#2815,,,"0,982209442083158",,
Ty Autonomous#3855,,,"0,982209442083158",,
KenMan#2662,,,"0,982209442083158",,
diganta.eth#0692,,,"0,982209442083158",,
Leyi#3074,,,"0,982209442083158",,
StateClayer#5974,,,"0,982209442083158",,
yao#6032,,,"0,491104721041579",,
coco_xyz#711,,,"0,491104721041579",,
foreverkatie#0788,,,"0,491104721041579",,
bubbado#7885,,,"0,491104721041579",,
aidanbrodieo#1666,,,"0,491104721041579",,
jukren#8803,"42,5423676820752","39,0680228755156",,,
hernandoagf#3014,,"27,4697035843469",,,
MehighCB#4516,"1,62066162598382","12,2087571485986",,,
NaN#6925,,"10,3774435763088",,,
OddName#8763,"30,7925708936925","10,3774435763088",,,
Fortunov | Aragon#6678,,"7,93569214658911",,,
nathalia#0926,"2,43099243897572","7,32525428915918",,,
Lisa JY Tan#3350,,"6,71481643172924",,,
Media#1337,,"6,10437857429931",,,
JustinKalland#0001,"1,21549621948786","5,49394071686938",,,
Peter (porobov.eth) 🤖#3488,,"4,27306500200952",,,
glocalvr#3469,,"3,66262714457959",,,
T-Rossi#1714,,"3,05218928714966",,,
gijsspoor#0183,,"3,05218928714966",,,
jori#5279,,"3,05218928714966",,,
Mensch#5604,,"1,83131357228979",,,
Adam B#4867,,"1,83131357228979",,,
Lin#3884,,"1,22087571485986",,,
Sukanshi | MultiSafe#9407,,"1,22087571485986",,,
drllau#2628,,"0,610437857429931",,,
Tarun Gupta | MultiSafe#9929,,"0,610437857429931",,,
sacha 🐝#8437,"19,8531049183017",,,,
lEscanore#7764,"18,2324432923179",,,,
barnabe#7926,"16,6117816663341",,,,
Pat ✨#3662,"13,7756238208624",,,,
gruad#1079,"13,3704584143665",,,,
CMD Burrito#2759,"4,05165406495954",,,,
vicente.eth#4828,"2,43099243897572",,,,
Wen#1934,"2,02582703247977",,,,
D8N1#8408,"1,62066162598382",,,,
Piedra de mar#2107,"1,62066162598382",,,,
Gary Latta#3838,"1,62066162598382",,,,
joseacabrerav#5399,"1,62066162598382",,,,
theobtl#5976,"0,405165406495954",,,,
Huxwell#2172,"0,405165406495954",,,,
Lewwwk#4227,"0,405165406495954",,,,
satorid#8361,"0,405165406495954",,,,
pavl#1561,"0,405165406495954",,,,
